Created,Caller ,Noise Postcode,Type of Noise Causing a Nuisance,Sr_Num,Enq Type
04/02/2021,LS11 ,LS11 7,MUSIC,Out ofHours,Out ofHours
04/02/2021,LS10 ,LS10 3,MUSIC,Out ofHours,Out ofHours
04/02/2021,LS6 ,LS6 3,SHOUTING,Out ofHours,Out ofHours
04/02/2021,WF10 ,WF10 2,MUSIC,Out ofHours,Out ofHours
04/02/2021,LS7 ,LS7 4,TV,Out ofHours,Out ofHours
04/02/2021,LS11 ,LS11 7,MUSIC,Out ofHours,Out ofHours
04/02/2021,LS6 ,LS6 3,SHOUTING,Out ofHours,Out ofHours
04/02/2021,LS4 ,LS4 2,MUSIC,Out ofHours,Out ofHours
04/02/2021,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
04/02/2021,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
05/02/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
05/02/2021,LS9 ,LS9 8,MUSIC,Out ofHours,Out ofHours
05/02/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
05/02/2021,LS10 ,LS10 3,MUSIC,Out ofHours,Out ofHours
05/02/2021,LS19 ,LS19 7,DIY,Out ofHours,Out ofHours
05/02/2021,LS16 ,LS16 5,MUSIC,Out ofHours,Out ofHours
05/02/2021,LS28 ,LS28 5,MUSIC,Out ofHours,Out ofHours
05/02/2021,LS4 ,LS4 2,MUSIC,Out ofHours,Out ofHours
05/02/2021,LS7 ,LS7 4,MUSIC,Out ofHours,Out ofHours
05/02/2021,LS7 ,LS7 3,SHOUTING,Out ofHours,Out ofHours
05/02/2021,LS13 ,LS13 3,SHOUTING,Out ofHours,Out ofHours
05/02/2021,LS27 ,LS27 9,MUSIC,Out ofHours,Out ofHours
05/02/2021,LS6 ,LS6 4,PARTY,Out ofHours,Out ofHours
05/02/2021,LS12 ,LS12 1,MUSIC,Out ofHours,Out ofHours
05/02/2021,LS16 ,LS16 6,PARTY,Out ofHours,Out ofHours
05/02/2021,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
05/02/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
05/02/2021,LS5 ,LS5 3,MUSIC,Out ofHours,Out ofHours
05/02/2021,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
05/02/2021,LS16 ,LS16 6,MUSIC,Out ofHours,Out ofHours
05/02/2021,LS10 ,LS10 2,MUSIC,Out ofHours,Out ofHours
05/02/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
05/02/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
05/02/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
06/02/2021,LS6 ,LS6 3,SHOUTING,Out ofHours,Out ofHours
06/02/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
06/02/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
06/02/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
06/02/2021,LS6 ,LS6 4,MUSIC,Out ofHours,Out ofHours
06/02/2021,LS9 ,LS9 6,SHOUTING,Out ofHours,Out ofHours
06/02/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
06/02/2021,LS9 ,LS9 9,MUSIC,Out ofHours,Out ofHours
06/02/2021,LS14 ,LS14 2,MUSIC,Out ofHours,Out ofHours
06/02/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
06/02/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
06/02/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
06/02/2021,LS9 ,LS9 9,MUSIC,Out ofHours,Out ofHours
06/02/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
06/02/2021,LS10 ,LS10 3,MUSIC,Out ofHours,Out ofHours
06/02/2021,LS10 ,LS10 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
06/02/2021,LS19 ,LS19 7,BUILDING SITE,Out ofHours,Out ofHours
06/02/2021,LS11 ,LS11 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
06/02/2021,LS12 ,LS12 2,PARTY,Out ofHours,Out ofHours
06/02/2021,LS14 ,LS14 1,TV,Out ofHours,Out ofHours
06/02/2021,LS11 ,LS11 5,MUSIC,Out ofHours,Out ofHours
06/02/2021,LS10 ,LS10 3,MUSIC,Out ofHours,Out ofHours
06/02/2021,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
06/02/2021,LS28 ,LS28 5,MUSIC,Out ofHours,Out ofHours
06/02/2021,LS17 ,LS17 5,MUSIC,Out ofHours,Out ofHours
06/02/2021,LS12 ,LS12 2,MUSIC,Out ofHours,Out ofHours
06/02/2021,LS27 ,LS27 9,MUSIC,Out ofHours,Out ofHours
06/02/2021,LS17 ,LS17 7,MUSIC,Out ofHours,Out ofHours
06/02/2021,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
06/02/2021,LS13 ,LS13 4,MUSIC,Out ofHours,Out ofHours
06/02/2021,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
06/02/2021,LS14 ,LS14 1,TV,Out ofHours,Out ofHours
06/02/2021,LS4 ,LS4 2,MUSIC,Out ofHours,Out ofHours
07/02/2021,LS9 ,LS9 7,OTHER,Out ofHours,Out ofHours
07/02/2021,LS17 ,LS17 6,MUSIC,Out ofHours,Out ofHours
07/02/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
07/02/2021,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
07/02/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
07/02/2021,LS7 ,LS7 4,MUSIC,Out ofHours,Out ofHours
07/02/2021,LS11 ,LS11 0,OTHER,Out ofHours,Out ofHours
07/02/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
07/02/2021,LS9 ,LS9 6,DOG BARKING,Out ofHours,Out ofHours
07/02/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
07/02/2021,LS5 ,LS5 3,MUSIC,Out ofHours,Out ofHours
07/02/2021,LS11 ,LS11 6,MUSIC,Out ofHours,Out ofHours
07/02/2021,LS16 ,LS16 6,MUSIC,Out ofHours,Out ofHours
07/02/2021,WF3 ,WF3 1,TV,Out ofHours,Out ofHours
07/02/2021,LS27 ,LS27 9,MUSIC,Out ofHours,Out ofHours
07/02/2021,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
07/02/2021,LS9 ,LS9 7,DIY,Out ofHours,Out ofHours
07/02/2021,LS6 ,LS6 3,SHOUTING,Out ofHours,Out ofHours
07/02/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
07/02/2021,LS4 ,LS4 2,SHOUTING,Out ofHours,Out ofHours
07/02/2021,LS8 ,LS8 5,SHOUTING,Out ofHours,Out ofHours
07/02/2021,LS12 ,LS12 1,MUSIC,Out ofHours,Out ofHours
07/02/2021,LS9 ,LS9 6,SHOUTING,Out ofHours,Out ofHours
08/02/2021,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
08/02/2021,LS9 ,LS9 7,DIY,Out ofHours,Out ofHours
08/02/2021,LS28 ,LS28 7,SHOUTING,Out ofHours,Out ofHours
08/02/2021,LS11 ,LS11 7,TV,Out ofHours,Out ofHours
08/02/2021,LS9 ,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
08/02/2021,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
08/02/2021,LS9 ,LS9 7,OTHER,Out ofHours,Out ofHours
08/02/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
08/02/2021,WF3 ,WF3 1,TV,Out ofHours,Out ofHours
08/02/2021,LS17 ,LS17 7,MUSIC,Out ofHours,Out ofHours
08/02/2021,LS12 ,LS12 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
08/02/2021,LS8 ,LS8 1,MUSIC,Out ofHours,Out ofHours
08/02/2021,LS28 ,LS28 5,MUSIC,Out ofHours,Out ofHours
08/02/2021,LS16 ,LS16 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
08/02/2021,LS18 ,LS18 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
08/02/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
08/02/2021,LS7 ,LS7 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
09/02/2021,LS15 ,LS15 4,SHOUTING,Out ofHours,Out ofHours
09/02/2021,LS13 ,LS13 2,DOG BARKING,Out ofHours,Out ofHours
09/02/2021,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
09/02/2021,LS26 ,LS26 0,DOG BARKING,Out ofHours,Out ofHours
09/02/2021,LS11 ,LS11 0,DIY,Out ofHours,Out ofHours
09/02/2021,LS9 ,LS9 6,DOG BARKING,Out ofHours,Out ofHours
09/02/2021,LS9 ,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
09/02/2021,LS8 ,LS8 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
09/02/2021,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
09/02/2021,LS27 ,LS27 9,OTHER,Out ofHours,Out ofHours
09/02/2021,LS12 ,LS12 1,SHOUTING,Out ofHours,Out ofHours
09/02/2021,LS13 ,LS13 1,MUSIC,Out ofHours,Out ofHours
09/02/2021,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
09/02/2021,LS9 ,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
10/02/2021,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
10/02/2021,LS27 ,LS27 8,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
10/02/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
10/02/2021,LS11 ,LS11 9,MUSIC,Out ofHours,Out ofHours
10/02/2021,LS14 ,LS14 1,PARTY,Out ofHours,Out ofHours
10/02/2021,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
10/02/2021,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
10/02/2021,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
10/02/2021,LS11 ,LS11 0,MUSIC,Out ofHours,Out ofHours
10/02/2021,LS20 ,LS20 9,MUSIC,Out ofHours,Out ofHours
10/02/2021,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
10/02/2021,LS10 ,LS10 3,MUSIC,Out ofHours,Out ofHours
10/02/2021,LS7 ,LS7 4,MUSIC,Out ofHours,Out ofHours
10/02/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
10/02/2021,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
10/02/2021,LS8 ,LS8 3,MUSIC,Out ofHours,Out ofHours
11/02/2021,LS10 ,LS10 3,MUSIC,Out ofHours,Out ofHours
11/02/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
11/02/2021,LS17 ,LS17 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/02/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
11/02/2021,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
11/02/2021,LS9 ,LS9 9,OTHER,Out ofHours,Out ofHours
11/02/2021,LS10 ,LS10 3,MUSIC,Out ofHours,Out ofHours
11/02/2021,LS13 ,LS13 1,ALARM,Out ofHours,Out ofHours
11/02/2021,LS15 ,LS15 0,MUSIC,Out ofHours,Out ofHours
11/02/2021,LS11 ,LS11 6,MUSIC,Out ofHours,Out ofHours
11/02/2021,LS18 ,LS18 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/02/2021,LS13 ,LS13 4,OTHER,Out ofHours,Out ofHours
11/02/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
12/02/2021,LS4 ,LS4 2,MUSIC,Out ofHours,Out ofHours
12/02/2021,LS15 ,LS15 8,MUSIC,Out ofHours,Out ofHours
12/02/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
12/02/2021,LS27 ,LS27 8,TV,Out ofHours,Out ofHours
12/02/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/02/2021,LS11 ,LS11 9,MUSIC,Out ofHours,Out ofHours
12/02/2021,LS16 ,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/02/2021,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
12/02/2021,LS4 ,LS4 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/02/2021,LS12 ,LS12 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/02/2021,LS4 ,LS4 2,PARTY,Out ofHours,Out ofHours
12/02/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
12/02/2021,LS12 ,LS12 5,MUSIC,Out ofHours,Out ofHours
12/02/2021,LS6 ,LS6 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/02/2021,LS6 ,LS6 4,MUSIC,Out ofHours,Out ofHours
12/02/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/02/2021,LS11 ,LS11 5,ALARM,Out ofHours,Out ofHours
12/02/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
13/02/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
13/02/2021,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
13/02/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
13/02/2021,LS5 ,LS5 3,MUSIC,Out ofHours,Out ofHours
